date,team_a,team_b,elo_diff,elo_a,elo_b,form_win_a,form_draw_a,form_gf_a,form_ga_a,form_win_b,form_draw_b,form_gf_b,form_ga_b,h2h_win_rate,h2h_draw_rate,h2h_games,stage_importance,neutral,outcome
2007-10-14,Madagascar,Comoros,-62.16573843883202,1437.834261561168,1500.0,0.2,0.1,0.8,1.9,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,2
2007-10-14,Colombia,Brazil,-175.80334371837876,1545.2484611441391,1721.0518048625179,0.4,0.2,1.5,1.4,0.7,0.1,2.4,0.7,0.0,0.5,4,1,0,1
2007-10-15,Macau,Thailand,-115.739400013038,1371.3027363455624,1487.0421363586004,0.0,0.0,0.4444444444444444,4.777777777777778,0.3,0.2,1.5,2.0,0.0,0.0,1,1,0,0
2007-10-16,Venezuela,Argentina,-295.42284831073425,1427.0404916682821,1722.4633399790164,0.3,0.3,1.2,1.4,0.7,0.2,2.1,0.8,0.0,0.0,4,1,0,0
2007-10-17,Paraguay,Uruguay,-24.42717152222781,1541.0150574233467,1565.4422289455745,0.4,0.1,1.1,1.1,0.5,0.2,1.5,1.0,0.6,0.0,5,1,0,2
2007-10-17,Sierra Leone,Guinea-Bissau,-27.161263268731545,1427.83284202299,1454.9941052917216,0.1,0.2,0.3,1.7,0.0,0.25,0.25,1.75,0.5,0.2,0,1,0,2
2007-10-17,Bolivia,Colombia,-188.48645961356442,1364.2311991335962,1552.7176587471606,0.1,0.3,1.2,2.5,0.4,0.2,1.5,1.4,0.2,0.2,5,1,0,1
2007-10-17,Brazil,Ecuador,236.67349942532928,1713.5826072594964,1476.9091078341671,0.6,0.2,2.2,0.7,0.2,0.2,0.8,1.1,0.6,0.0,5,1,0,2
2007-10-17,Chile,Peru,23.098257406725224,1452.8377568451813,1429.739499438456,0.3,0.3,1.0,2.1,0.2,0.3,1.0,2.0,0.25,0.25,4,1,0,2
2007-10-18,Kyrgyzstan,Jordan,-89.32330719517836,1457.5741402246658,1546.8974474198442,0.3,0.2,1.2,1.5,0.5,0.3,1.3,0.7,0.5,0.2,0,1,0,2
2007-10-21,Sri Lanka,Qatar,-73.64950491832269,1433.790288997106,1507.4397939154287,0.2,0.3,1.0,1.7,0.3,0.3,2.0,1.2,0.5,0.2,0,1,0,0
2007-10-21,Mongolia,North Korea,-99.94965467114866,1403.6861783460422,1503.6358330171909,0.0,0.125,0.25,4.375,0.4,0.0,1.5,1.5,0.5,0.2,0,1,0,0
2007-10-21,Bahrain,Malaysia,142.7332026270467,1533.6044686517591,1390.8712660247124,0.1,0.3,0.7,1.5,0.1,0.0,0.7,3.3,0.5,0.2,0,1,0,2
2007-10-21,China,Myanmar,119.45712459898277,1619.4571245989828,1500.0,0.5,0.2,2.1,1.1,0.45,0.22,1.2,1.3,0.5,0.2,0,1,0,2
2007-10-21,Timor-Leste,Hong Kong,52.53406148103454,1500.0,1447.4659385189655,0.45,0.22,1.2,1.3,0.3,0.0,0.7,2.2,0.5,0.2,0,1,1,0
2007-10-22,Pakistan,Iraq,-195.23191424063043,1397.9362659688916,1593.168180209522,0.0,0.125,0.625,4.375,0.5,0.3,1.6,0.9,0.5,0.2,0,1,0,0
2007-10-26,Afghanistan,Syria,-89.08034561942873,1458.5568219066815,1547.6371675261103,0.0,0.0,0.0,5.333333333333333,0.4,0.3,2.2,1.2,0.0,0.0,1,1,1,0
2007-10-28,Taiwan,Uzbekistan,-230.9426136625084,1370.109675750272,1601.0522894127803,0.2,0.0,0.9,3.7,0.4,0.3,2.4,1.1,0.0,0.0,5,1,0,0
2007-10-28,United Arab Emirates,Vietnam,50.53077137102218,1508.3748703678325,1457.8440989968103,0.3,0.1,0.7,1.7,0.1,0.2,0.5,1.7,0.5,0.0,2,1,0,2
2007-10-28,Turkmenistan,Cambodia,93.51156531837842,1511.3968998546075,1417.885334536229,0.3,0.2,1.3,1.6,0.0,0.14285714285714285,0.2857142857142857,3.2857142857142856,1.0,0.0,1,1,0,2
2007-10-28,Tajikistan,Bangladesh,61.675139997823635,1507.6437552664927,1445.968615268669,0.4,0.2,1.0,1.2,0.1111111111111111,0.3333333333333333,0.6666666666666666,2.2222222222222223,0.6666666666666666,0.3333333333333333,3,1,0,2
2007-10-28,Qatar,Sri Lanka,98.96594623698002,1520.0980145747574,1421.1320683377774,0.3,0.3,1.6,1.2,0.2,0.3,1.0,1.3,1.0,0.0,1,1,0,2
2007-10-28,Nepal,Oman,-82.99465537997753,1458.7382788301065,1541.732934210084,0.2857142857142857,0.0,1.8571428571428572,3.857142857142857,0.3,0.4,0.9,0.7,0.0,0.0,1,1,0,0
2007-10-28,Malaysia,Bahrain,-162.27982610941376,1381.097954283529,1543.3777803929427,0.0,0.0,0.4,3.4,0.2,0.3,1.1,1.5,0.0,0.0,1,1,0,1
2007-10-28,North Korea,Mongolia,122.98976795676595,1515.1558896599995,1392.1661217032336,0.4,0.0,1.5,1.5,0.0,0.1111111111111111,0.3333333333333333,4.333333333333333,1.0,0.0,1,1,0,2
2007-10-28,Jordan,Kyrgyzstan,49.27291843139324,1526.8722530379516,1477.5993346065584,0.4,0.3,0.8,0.9,0.4,0.2,1.4,1.3,0.0,0.0,1,1,0,2
2007-10-28,Iraq,Pakistan,210.9310328379097,1601.0177395081616,1390.086706670252,0.6,0.3,2.3,0.6,0.0,0.1111111111111111,0.5555555555555556,4.666666666666667,1.0,0.0,1,1,1,1
2007-10-28,Hong Kong,Timor-Leste,-15.73203619533001,1465.8669511618177,1481.5989873571477,0.4,0.0,1.0,2.2,0.0,0.0,2.0,3.0,1.0,0.0,1,1,0,2
2007-10-28,Myanmar,China,-140.86870463151308,1489.2942099837348,1630.162914615248,0.0,0.0,0.0,7.0,0.5,0.2,2.7,1.1,0.0,0.0,1,1,1,0
2007-10-28,Maldives,Yemen,-67.02961240142463,1440.9174508603455,1507.9470632617702,0.3,0.1,1.8,1.9,0.3,0.3,1.6,1.8,0.0,0.0,1,1,0,2
2007-10-30,India,Lebanon,-98.74742658706964,1470.1728517588083,1568.920278345878,0.3,0.2,1.2,2.5,0.6,0.3,3.0,0.9,0.0,0.0,1,1,0,1
2007-11-09,Yemen,Thailand,-9.002953008398663,1488.8979717946129,1497.9009248030115,0.3,0.2,1.3,1.7,0.4,0.2,2.2,1.8,0.0,0.5,2,1,0,1
2007-11-09,Singapore,Tajikistan,-85.23699883732456,1435.5959736036853,1520.8329724410098,0.2,0.1,0.8,1.7,0.5,0.2,1.5,1.0,0.5,0.2,0,1,0,2
2007-11-09,Indonesia,Syria,-72.50422841586351,1487.1182272282583,1559.6224556441218,0.4,0.1,1.3,1.9,0.4,0.3,1.5,1.3,0.5,0.2,0,1,0,0
2007-11-10,Hong Kong,Turkmenistan,-40.600647656674255,1482.5909434650773,1523.1915911217516,0.5,0.0,1.8,2.2,0.3,0.2,1.5,1.7,0.5,0.2,0,1,0,1
2007-11-16,Djibouti,Somalia,40.25709318179179,1484.0,1443.7429068182082,0.0,0.5,1.0,5.0,0.0,0.0,0.0,3.25,0.5,0.2,0,1,0,2
2007-11-17,Paraguay,Ecuador,87.75221775794967,1558.1381203891738,1470.385902631224,0.4,0.1,1.1,1.1,0.2,0.1,0.8,1.6,0.5,0.0,4,1,0,2
2007-11-17,Guinea-Bissau,Sierra Leone,-7.335297646774052,1437.7458248339688,1445.0811224807428,0.0,0.2,0.2,1.6,0.2,0.2,0.4,1.5,0.0,0.0,1,1,0,1
2007-11-17,Argentina,Bolivia,355.25442046652165,1727.403760551792,1372.1493400852703,0.8,0.1,2.3,0.8,0.0,0.4,0.9,2.4,0.75,0.25,4,1,0,2
2007-11-17,Colombia,Venezuela,122.69944669997994,1544.7995177954865,1422.1000710955066,0.4,0.3,1.5,1.3,0.3,0.2,1.1,1.5,0.5,0.3333333333333333,6,1,0,2
2007-11-17,Comoros,Madagascar,24.500392384308498,1481.1673269727382,1456.6669345884297,0.0,0.0,2.0,6.0,0.2,0.1,1.1,2.1,0.0,0.0,1,1,0,0
2007-11-18,Tajikistan,Singapore,45.54018291510806,1500.9845644799016,1455.4443815647935,0.4,0.2,1.3,1.2,0.3,0.1,1.0,1.6,0.0,0.0,1,1,0,1
2007-11-18,Uruguay,Chile,80.54355880333196,1548.3191659797474,1467.7756071764154,0.4,0.2,1.4,1.1,0.3,0.3,0.9,2.0,0.75,0.25,4,1,0,1
2007-11-18,Thailand,Yemen,8.173935935614509,1497.4864162666195,1489.312480331005,0.4,0.3,2.2,1.5,0.2,0.3,1.2,1.7,0.3333333333333333,0.6666666666666666,3,1,0,2
2007-11-18,Syria,Indonesia,97.921621213344,1572.331152042862,1474.409530829518,0.5,0.2,1.6,1.1,0.3,0.1,1.3,2.3,1.0,0.0,1,1,0,2
2007-11-18,Turkmenistan,Hong Kong,36.87811911677886,1521.3303268518039,1484.452207735025,0.2,0.3,1.2,1.6,0.4,0.1,1.6,2.1,0.0,1.0,1,1,0,2
2007-11-18,Peru,Brazil,-305.3041633552175,1414.801649107222,1720.1058124624394,0.2,0.3,1.0,1.7,0.6,0.2,2.3,0.6,0.0,0.4,5,1,0,1
2007-11-20,Venezuela,Bolivia,43.04334016938378,1411.5268343869402,1368.4834942175564,0.3,0.2,1.0,1.4,0.0,0.4,0.8,2.4,0.3333333333333333,0.3333333333333333,6,1,0,2
2007-11-20,Colombia,Argentina,-175.69685191545295,1555.3727545040529,1731.0696064195058,0.4,0.3,1.1,1.3,0.8,0.1,2.4,0.7,0.0,0.16666666666666666,6,1,0,2
2007-11-21,Brazil,Uruguay,164.13819791025253,1708.8132438837226,1544.67504597347,0.5,0.3,2.1,0.7,0.3,0.3,1.5,1.3,0.0,0.8333333333333334,6,1,0,2
2007-11-21,Chile,Paraguay,-98.76104778788704,1471.4197271826927,1570.1807749705797,0.2,0.4,0.9,2.1,0.5,0.1,1.6,1.1,0.2,0.2,5,1,0,0
2007-11-21,Ecuador,Peru,32.249030363879456,1458.3432480498182,1426.0942176859387,0.2,0.0,0.9,2.1,0.2,0.3,1.1,1.8,0.5,0.5,4,1,0,2
2008-02-03,Bermuda,Cayman Islands,80.91738080550522,1538.203854291305,1457.2864734858,0.5,0.375,4.75,0.75,0.0,0.25,0.25,2.25,0.5,0.2,0,1,0,1
2008-02-06,Japan,Thailand,151.68881798001144,1664.7988800200933,1513.1100620400819,0.3,0.4,1.5,1.5,0.5,0.3,2.3,1.3,1.0,0.0,1,1,0,2
2008-02-06,Jordan,North Korea,14.90094442418308,1540.6182423952355,1525.7172979710524,0.4,0.3,0.9,0.9,0.4,0.0,1.6,1.5,0.5,0.2,0,1,0,0
2008-02-06,South Korea,Turkmenistan,81.87266187888122,1617.5110379363634,1535.6383760574822,0.2,0.5,0.6,0.8,0.3,0.3,1.5,1.3,0.5,0.2,0,1,0,2
2008-02-06,Lebanon,Uzbekistan,-43.257090673632774,1564.4914084388809,1607.7484991125136,0.5,0.4,2.4,1.0,0.5,0.2,2.5,1.0,0.5,0.2,0,1,0,0
2008-02-06,Nicaragua,Curaçao,-36.34692818652161,1427.3401746017353,1463.6871027882569,0.0,0.16666666666666666,0.5,2.6666666666666665,0.16666666666666666,0.16666666666666666,0.8333333333333334,2.3333333333333335,0.5,0.2,0,1,0,0
2008-02-06,Oman,Bahrain,17.57756287826055,1553.9819658218896,1536.404402943629,0.4,0.4,1.1,0.6,0.2,0.4,1.1,1.4,0.5,0.2,0,1,0,0
2008-02-06,Turks and Caicos Islands,Saint Lucia,-47.10410687106105,1442.7552301547626,1489.8593370258236,0.0,0.0,0.0,5.25,0.5,0.0,1.8333333333333333,1.3333333333333333,0.5,0.2,0,1,0,2
2008-02-06,United Arab Emirates,Kuwait,-20.888926363611063,1522.0641122491336,1542.9530386127446,0.4,0.1,1.1,1.4,0.4,0.1,1.3,1.8,0.0,0.0,1,1,0,2
2008-02-06,Saudi Arabia,Singapore,209.38821365219405,1666.9178696386437,1457.5296559864496,0.5,0.2,1.5,1.3,0.3,0.2,1.1,1.5,0.5,0.2,0,1,0,2
2008-02-06,Aruba,Antigua and Barbuda,-20.653744199561515,1453.9436750998636,1474.5974192994252,0.16666666666666666,0.16666666666666666,1.5,3.5,0.25,0.25,0.75,2.25,0.5,0.2,0,1,0,0
2008-02-06,Australia,Qatar,45.79880602299022,1577.4586601568026,1531.6598541338124,0.3,0.3,1.3,1.2,0.4,0.3,2.0,1.0,0.5,0.2,0,1,0,2
2008-02-06,Belize,Saint Kitts and Nevis,-41.95720233733891,1428.529580802103,1470.486783139442,0.0,0.16666666666666666,0.3333333333333333,3.0,0.4,0.0,1.8,2.6,0.5,0.2,0,1,1,2
2008-02-06,Dominica,Barbados,15.30282433088064,1465.5189594827884,1450.2161351519078,0.16666666666666666,0.16666666666666666,0.8333333333333334,4.5,0.1,0.2,0.7,2.7,0.5,0.2,0,1,0,1
2008-02-06,El Salvador,Anguilla,50.65591150880391,1506.679517926711,1456.023606417907,0.4,0.2,1.0,1.5,0.0,0.25,0.5,2.75,0.5,0.2,0,1,0,2
2008-02-06,Iran,Syria,93.4461160422436,1677.3835371096286,1583.937421067385,0.4,0.3,1.1,1.1,0.6,0.2,2.3,0.9,0.5,0.2,0,1,0,1
2008-02-06,Iraq,China,-47.6649116287349,1592.3443256650803,1640.0092372938152,0.5,0.4,1.9,0.5,0.5,0.2,2.8,1.1,0.0,0.0,1,1,1,1
2008-03-26,Montserrat,Suriname,-59.00258643322081,1443.9737852719586,1502.9763717051794,0.0,0.0,0.25,6.5,0.375,0.25,1.625,1.0,0.5,0.2,0,1,1,0
2008-03-26,Puerto Rico,Dominican Republic,3.5638415539149264,1485.4695015289756,1481.9056599750606,0.0,0.5,2.0,3.0,0.375,0.125,1.5,1.375,0.5,0.2,0,1,0,2
2008-03-26,Qatar,Iraq,-76.76887249382025,1517.7568351501816,1594.5257076440018,0.4,0.2,1.9,1.2,0.5,0.5,1.9,0.4,0.5,0.2,0,1,0,2
2008-03-26,Singapore,Lebanon,-100.32046314347167,1450.1527782259745,1550.4732413694462,0.3,0.1,1.0,1.6,0.4,0.4,1.9,1.1,0.5,0.2,0,1,0,2
2008-03-26,Saint Kitts and Nevis,Belize,6.11147786393758,1452.5639209027413,1446.4524430388037,0.3,0.0,1.5,2.9,0.14285714285714285,0.14285714285714285,0.7142857142857143,2.7142857142857144,0.0,0.0,1,1,0,1
2008-03-26,Saint Lucia,Turks and Caicos Islands,10.792045966540172,1471.7033065735632,1460.911260607023,0.42857142857142855,0.0,1.7142857142857142,1.4285714285714286,0.2,0.0,0.4,4.4,0.0,0.0,1,1,0,2
2008-03-26,Syria,United Arab Emirates,49.11499840010606,1588.1399238230722,1539.0249254229661,0.6,0.3,2.2,0.7,0.5,0.1,1.3,1.2,0.5,0.2,0,1,0,1
2008-03-26,Thailand,Oman,-33.490021018363905,1503.6831580522012,1537.173179070565,0.5,0.3,2.3,1.3,0.4,0.3,0.9,0.5,0.5,0.0,2,1,0,0
2008-03-26,Turkmenistan,Jordan,-0.5919713016112382,1523.340477677542,1523.9324489791532,0.3,0.2,1.3,1.5,0.3,0.3,0.8,1.0,1.0,0.0,2,1,0,0
2008-03-26,Uzbekistan,Saudi Arabia,-52.52808121717044,1621.7666661819483,1674.2947473991187,0.6,0.2,2.6,0.7,0.5,0.2,1.6,1.3,0.2,0.2,5,1,0,2
2008-03-26,Kuwait,Iran,-147.1888089150293,1525.992225438912,1673.1810343539414,0.4,0.1,1.3,1.6,0.3,0.4,1.0,1.1,0.5,0.2,0,1,0,1
2008-03-26,China,Australia,46.466176174460315,1637.8278553148937,1591.3616791404334,0.5,0.2,2.8,1.1,0.4,0.3,1.6,1.1,0.5,0.2,0,1,0,1
2008-03-26,Anguilla,El Salvador,-78.02311043007649,1442.3400069572708,1520.3631173873473,0.0,0.2,0.4,4.6,0.4,0.2,2.0,1.4,0.0,0.0,1,1,1,0
2008-03-26,Antigua and Barbuda,Aruba,50.753701691719925,1489.6473980455044,1438.8936963537844,0.3333333333333333,0.2222222222222222,1.0,2.0,0.14285714285714285,0.14285714285714285,1.2857142857142858,3.4285714285714284,1.0,0.0,1,1,0,2
2008-03-26,Bahamas,British Virgin Islands,39.85486132369738,1481.3235117910015,1441.468650467304,0.3333333333333333,0.16666666666666666,1.1666666666666667,3.1666666666666665,0.0,0.0,0.25,6.0,0.5,0.2,0,1,0,1
2008-03-26,Bahrain,Japan,-121.01259431302037,1553.2131896949536,1674.225784007974,0.3,0.4,1.0,1.1,0.3,0.4,1.7,1.5,0.0,0.0,3,1,0,2
2008-03-26,Barbados,Dominica,-13.894292841089964,1450.9204008968031,1464.814693737893,0.1,0.2,0.7,2.7,0.14285714285714285,0.2857142857142857,0.8571428571428571,4.0,0.0,1.0,1,1,0,2
2008-03-26,North Korea,South Korea,-87.405844929169,1542.4030913871347,1629.8089363163037,0.4,0.0,1.5,1.4,0.3,0.5,1.0,0.7,0.5,0.2,0,1,1,1
2008-03-26,Grenada,United States Virgin Islands,45.86072526705857,1487.4562961756926,1441.595570908634,0.3333333333333333,0.16666666666666666,2.3333333333333335,2.0,0.0,0.0,0.25,6.25,0.5,0.2,0,1,0,2
2008-03-26,Curaçao,Nicaragua,65.01141178173862,1478.0193445858654,1413.0079328041268,0.2857142857142857,0.14285714285714285,0.8571428571428571,2.0,0.0,0.14285714285714285,0.42857142857142855,2.4285714285714284,1.0,0.0,1,1,0,2
2008-03-30,Bahamas,British Virgin Islands,36.20010952764437,1479.496135892975,1443.2960263653306,0.2857142857142857,0.2857142857142857,1.1428571428571428,2.857142857142857,0.0,0.2,0.4,5.0,0.0,1.0,1,1,0,1
2008-03-30,Cayman Islands,Bermuda,-73.59650454277244,1460.9469116171663,1534.5434161599387,0.0,0.4,0.4,2.0,0.4444444444444444,0.4444444444444444,4.333333333333333,0.7777777777777778,0.0,1.0,1,1,0,0
2008-05-31,Rwanda,Mauritania,-50.57308284612054,1427.7248033803849,1478.2978862265054,0.1,0.2,0.6,1.6,0.25,0.0,0.75,2.25,0.5,0.2,0,1,0,2
2008-05-31,Senegal,Algeria,138.02106885391618,1623.9647928361287,1485.9437239822125,0.6,0.3,2.1,0.8,0.1,0.5,0.8,1.5,0.5,0.5,2,1,0,2
2008-05-31,Tanzania,Mauritius,-17.33339049681672,1454.8744295762692,1472.207820073086,0.0,0.25,0.5,1.75,0.25,0.0,1.25,2.5,0.5,0.2,0,1,0,1
2008-05-31,Togo,Zambia,-16.041994899644124,1553.730564948432,1569.772559848076,0.6,0.1,1.8,1.2,0.6,0.1,1.6,1.0,0.5,0.0,4,1,1,2
2008-05-31,Uganda,Niger,-22.889327868875398,1446.007272343612,1468.8966002124873,0.2,0.2,0.6,1.5,0.0,0.0,0.0,3.5,0.5,0.2,0,1,0,2
2008-05-31,Namibia,Kenya,-40.19090184232323,1423.3203651190406,1463.5112669613638,0.0,0.3,0.4,3.0,0.3,0.1,0.8,1.7,0.5,0.2,0,1,0,2
2008-05-31,South Korea,Jordan,85.96138213237009,1625.866569852012,1539.9051877196418,0.2,0.6,0.8,0.6,0.4,0.2,1.0,1.0,0.0,1.0,1,1,0,1
2008-05-31,Cameroon,Cape Verde,178.29819248739523,1641.6504615668605,1463.3522690794653,0.6,0.3,1.8,1.0,0.3,0.1,0.8,1.5,0.5,0.2,0,1,0,2
2008-05-31,Botswana,Madagascar,-25.878508602951115,1447.9148442339063,1473.7933528368574,0.3,0.0,1.0,1.8,0.3,0.1,1.5,2.0,0.5,0.2,0,1,0,1
2008-05-31,Malawi,Djibouti,-74.07497485295016,1424.0793698353898,1498.15434468834,0.1,0.3,1.2,2.6,0.3333333333333333,0.3333333333333333,1.0,3.3333333333333335,0.5,0.2,0,1,0,2
2008-06-01,Liberia,Gambia,-39.16552267610268,1434.862611693574,1474.0281343696768,0.1,0.1,0.3,2.7,0.25,0.0,0.5,1.5,0.5,0.0,2,1,0,1
2008-06-01,Nigeria,South Africa,31.462935147154667,1599.223558041052,1567.7606228938973,0.6,0.3,2.1,0.7,0.5,0.1,1.2,1.4,0.5,0.2,0,1,0,2
2008-06-01,Tunisia,Burkina Faso,97.80399443225974,1583.8418113071211,1486.0378168748614,0.4,0.2,1.3,1.3,0.4,0.1,1.4,1.3,0.5,0.2,0,1,0,0
2008-06-01,Ivory Coast,Mozambique,120.58244756847625,1592.7902676415622,1472.207820073086,0.6,0.1,2.1,1.0,0.25,0.0,1.25,1.75,0.5,0.2,0,1,0,2
2008-06-01,Mali,Congo,21.878921072303683,1484.4965499835455,1462.6176289112418,0.2,0.2,1.1,1.4,0.3,0.1,1.0,1.4,0.5,0.0,2,1,0,2
2008-06-01,Ghana,Libya,146.77552185710397,1617.0294729691689,1470.253951112065,0.6,0.2,1.5,0.8,0.3,0.3,0.8,1.0,0.5,0.2,0,1,0,2
2008-06-01,Equatorial Guinea,Sierra Leone,26.74522943614693,1471.4885991590304,1444.7433697228835,0.25,0.0,0.75,1.75,0.2,0.3,0.4,1.0,0.5,0.2,0,1,0,2
2008-06-01,Egypt,DR Congo,33.18020738480436,1573.0822240188486,1539.9020166340442,0.5,0.2,2.6,1.5,0.4,0.4,1.4,1.0,0.5,0.2,0,1,0,2
2008-06-01,Burundi,Seychelles,10.819802511237413,1484.1291125063262,1473.3093099950888,0.0,0.5,0.5,2.0,0.0,0.5,0.5,2.25,0.5,0.2,0,1,0,2
2008-06-01,Australia,Iraq,18.44205465655682,1593.4888581366572,1575.0468034801004,0.3,0.4,1.5,1.1,0.4,0.5,1.5,0.5,0.0,0.0,1,1,0,2
2008-06-01,Angola,Benin,162.8129196681857,1598.2763496078373,1435.4634299396516,0.5,0.3,1.0,0.6,0.1,0.2,0.9,2.3,0.5,0.2,0,1,0,2
2008-06-01,Guinea,Zimbabwe,6.818514999496983,1560.1531196689375,1553.3346046694405,0.5,0.2,1.5,1.0,0.4,0.3,1.3,1.4,0.5,0.2,0,1,0,1
2008-06-02,Turkmenistan,North Korea,-38.97771891437333,1507.3677389370532,1546.3454578514265,0.3,0.2,1.1,1.4,0.4,0.1,1.5,1.3,0.5,0.2,0,1,0,1
2008-06-02,Thailand,Bahrain,-85.35042258605608,1489.2206715661973,1574.5710941522534,0.4,0.3,2.0,1.4,0.4,0.3,1.0,1.0,0.0,1.0,2,1,0,0
2008-06-02,Syria,Kuwait,53.500890054133606,1585.8930417931053,1532.3921517389717,0.6,0.3,2.2,0.7,0.3,0.2,1.3,1.8,0.5,0.2,0,1,0,2
2008-06-02,Singapore,Uzbekistan,-169.5189551404983,1470.6484544840384,1640.1674096245367,0.4,0.1,1.2,1.5,0.6,0.2,2.6,0.5,0.5,0.2,0,1,0,0
2008-06-02,Japan,Oman,101.23221399410522,1652.8678795506742,1551.635665556569,0.3,0.4,1.6,1.3,0.4,0.3,0.8,0.5,1.0,0.0,3,1,0,2
2008-06-02,Qatar,China,-98.46493700458677,1537.235739314083,1635.7006763186698,0.5,0.2,2.1,1.1,0.5,0.3,2.7,0.8,0.0,0.25,4,1,0,1
2008-06-02,Iran,United Arab Emirates,125.50930060094879,1666.7811080538818,1541.271807452933,0.2,0.5,1.1,1.3,0.5,0.1,1.4,1.3,1.0,0.0,2,1,0,1
2008-06-02,Saudi Arabia,Lebanon,125.91643884514792,1655.8940039565302,1529.9775651113823,0.5,0.1,1.4,1.4,0.4,0.3,1.7,1.1,0.5,0.2,0,1,0,2
2008-06-04,Honduras,Puerto Rico,86.2436451554488,1587.5490314716008,1501.305386316152,0.3,0.4,1.5,1.2,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,0.5,0.2,0,1,0,2
2008-06-06,Djibouti,Egypt,-108.76501614310087,1478.7938312664378,1587.5588474095387,0.25,0.25,1.0,4.5,0.5,0.2,2.5,1.6,0.5,0.2,0,1,0,0
2008-06-06,Algeria,Liberia,39.326660712060175,1475.9853101149833,1436.6586494029232,0.1,0.4,0.8,1.6,0.0,0.2,0.3,2.8,0.5,0.2,0,1,0,2
2008-06-07,Mauritania,Morocco,-155.82218077194034,1459.9852202677278,1615.807401039668,0.2,0.0,0.6,2.4,0.5,0.5,1.7,0.7,0.5,0.2,0,1,0,0
2008-06-07,Uzbekistan,Singapore,187.03703999563368,1648.9264520521044,1461.8894120564707,0.7,0.1,3.2,0.7,0.4,0.1,1.4,2.0,1.0,0.0,1,1,0,2
2008-06-07,United Arab Emirates,Iran,-114.4273799147536,1546.8127677960306,1661.2401477107842,0.5,0.2,1.3,1.0,0.2,0.6,1.0,1.1,0.0,0.3333333333333333,3,1,0,0
2008-06-07,Switzerland,Czech Republic,-11.449895339676686,1595.2473036227952,1606.697198962472,0.4,0.5,1.3,0.7,0.6,0.0,1.8,1.0,0.5,0.2,0,2,0,0
2008-06-07,Sierra Leone,Nigeria,-183.80597813654845,1429.9726059607317,1613.7785840972801,0.2,0.3,0.4,1.1,0.6,0.3,2.1,0.7,0.5,0.0,2,1,0,0
2008-06-07,Seychelles,Tunisia,-105.6456699231378,1457.8074192998686,1563.4530892230064,0.0,0.4,0.4,2.0,0.3,0.2,1.2,1.5,0.5,0.2,0,1,0,0
2008-06-07,Saudi Arabia,Lebanon,146.8015300001191,1666.3365495340158,1519.5350195338967,0.6,0.1,1.8,1.1,0.4,0.3,1.8,1.3,1.0,0.0,1,1,0,2
2008-06-07,Portugal,Turkey,46.10569833563409,1682.4130952636428,1636.3073969280088,0.6,0.2,1.2,0.6,0.6,0.2,2.1,1.1,1.0,0.0,1,2,1,2
2008-06-07,South Africa,Equatorial Guinea,66.94623391648702,1553.2055968376692,1486.2593629211822,0.4,0.1,1.0,1.5,0.4,0.0,1.0,1.4,0.5,0.2,0,1,0,2
2008-06-07,Oman,Japan,-124.16357311096317,1540.16998599814,1664.3335591091031,0.3,0.3,0.6,0.8,0.4,0.3,1.9,1.3,0.0,0.0,4,1,0,1
2008-06-07,Jordan,South Korea,-78.20173945435772,1543.785009058648,1621.9867485130058,0.3,0.3,1.0,1.2,0.2,0.6,0.9,0.7,0.0,1.0,2,1,0,0
2008-06-07,North Korea,Turkmenistan,35.4027239390507,1544.5579603637652,1509.1552364247145,0.4,0.2,1.4,1.1,0.3,0.3,1.1,1.3,0.0,1.0,1,1,0,2
2008-06-07,Bahrain,Thailand,109.64376509228623,1586.7177654053685,1477.0740003130823,0.5,0.2,1.3,1.2,0.4,0.2,2.1,1.6,0.3333333333333333,0.6666666666666666,3,1,0,1
2008-06-07,Libya,Gabon,-34.46215735027613,1460.6378823781617,1495.1000397284379,0.3,0.3,0.8,1.1,0.2,0.4,1.1,1.3,0.5,0.2,0,1,0,2
2008-06-07,Cape Verde,Tanzania,-0.7609810246217421,1454.9110190849426,1455.6720001095644,0.3,0.1,0.7,1.5,0.0,0.4,0.6,1.6,0.5,0.2,0,1,0,2
2008-06-07,Chad,Mali,-9.636352837017967,1489.8539653316277,1499.4903181686457,0.25,0.25,0.75,1.0,0.3,0.2,1.5,1.5,0.5,0.2,0,1,0,0
2008-06-07,Burkina Faso,Burundi,6.795535757429661,1506.4265389589762,1499.6310032015465,0.4,0.1,1.5,1.4,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.5,0.2,0,1,0,2
2008-06-07,Iraq,Australia,-48.74507212358617,1559.8952947465857,1608.6403668701719,0.4,0.4,1.4,0.5,0.3,0.4,1.3,1.0,0.5,0.0,2,1,1,2
2008-06-07,Kenya,Guinea,-114.17053637720369,1445.6686193786509,1559.8391557558546,0.2,0.1,0.6,1.7,0.4,0.3,1.3,0.9,0.5,0.0,2,1,0,2
2008-06-07,China,Qatar,89.63122730999885,1631.2838214713759,1541.652594161377,0.4,0.4,2.6,0.8,0.4,0.3,1.5,1.0,0.6,0.4,5,1,0,0
